symbol,name,reportDate,fiscalDateEnding,estimate,currency
SHECY,SHECY,2025-01-24,2024-12-31,,USD
SHECY,SHECY,2025-04-23,2025-03-31,,USD
SHEGF,SHEGF,2024-07-25,2024-06-30,,JPY
SHEGF,SHEGF,2024-10-24,2024-09-30,,JPY
SHEGF,SHEGF,2025-01-29,2024-12-31,,JPY
SHEL,Shell Plc ADR (Representing - ),2024-08-01,2024-06-30,1.94,USD
SHEL,Shell Plc ADR (Representing - ),2024-10-31,2024-09-30,,USD
SHEL,Shell Plc ADR (Representing - ),2025-01-28,2024-12-31,,USD
SHEL,Shell Plc ADR (Representing - ),2025-05-21,2025-03-31,,USD
SHEN,Shenandoah Telecommunications Company,2024-07-31,2024-06-30,0.01,USD
SHEN,Shenandoah Telecommunications Company,2024-11-01,2024-09-30,,USD
SHEN,Shenandoah Telecommunications Company,2025-02-19,2024-12-31,,USD
SHEN,Shenandoah Telecommunications Company,2025-05-01,2025-03-31,,USD
SHG,Shinhan Financial Group Co. Ltd,2024-07-25,2024-06-30,,KRW
SHG,Shinhan Financial Group Co. Ltd,2024-10-25,2024-09-30,,KRW
SHG,Shinhan Financial Group Co. Ltd,2025-02-06,2024-12-31,,KRW
SHG,Shinhan Financial Group Co. Ltd,2025-04-24,2025-03-31,,KRW
SHGDF,SHGDF,2024-08-08,2024-06-30,,USD
SHGDF,SHGDF,2024-11-07,2024-09-30,,USD
SHGDF,SHGDF,2025-03-24,2024-12-31,,USD
SHGDF,SHGDF,2025-05-12,2025-03-31,,USD
SHGKF,SHGKF,2024-08-14,2024-06-30,,HKD
SHGKF,SHGKF,2025-03-19,2024-12-31,,HKD
SHGKF,SHGKF,2025-05-27,2025-03-31,,HKD
SHGKY,SHGKY,2024-08-14,2024-06-30,,HKD
SHGKY,SHGKY,2025-03-19,2024-12-31,,HKD
SHGKY,SHGKY,2025-05-27,2025-03-31,,HKD
SHHPF,SHHPF,2024-08-06,2024-06-30,,JPY
SHHPF,SHHPF,2024-11-08,2024-09-30,,JPY
SHHPF,SHHPF,2025-02-07,2024-12-31,,JPY
SHHPF,SHHPF,2025-05-07,2025-03-31,,JPY
SHIEF,SHIEF,2024-09-26,2024-06-30,,USD
SHIEF,SHIEF,2025-04-28,2025-03-31,,USD
SHIHF,SHIHF,2024-08-21,2024-06-30,,CNY
SHIHF,SHIHF,2024-10-22,2024-09-30,,CNY
SHIHF,SHIHF,2025-03-17,2024-12-31,,CNY
SHIHF,SHIHF,2025-04-23,2025-03-31,,CNY
SHIP,Seanergy Maritime Holdings Corp,2024-09-24,2024-06-30,0.59,USD
SHIP,Seanergy Maritime Holdings Corp,2024-11-12,2024-09-30,,USD
SHIP,Seanergy Maritime Holdings Corp,2025-03-13,2024-12-31,,USD
SHJBF,SHJBF,2024-06-28,2024-03-31,,CNY
SHJBF,SHJBF,2024-08-28,2024-06-30,,CNY
SHKLF,SHKLF,2024-06-28,2024-03-31,,CNY
SHKLF,SHKLF,2024-08-28,2024-06-30,,CNY
SHKLF,SHKLF,2025-03-24,2024-12-31,,CNY
SHKLY,SHKLY,2024-06-28,2024-03-31,,CNY
SHKLY,SHKLY,2024-08-28,2024-06-30,,CNY
SHKLY,SHKLY,2025-03-24,2024-12-31,,CNY
SHLAF,SHLAF,2024-07-19,2024-06-30,,USD
SHLAF,SHLAF,2025-03-19,2024-12-31,,USD
SHLLF,SHLLF,2024-08-14,2024-06-30,,USD
SHLLF,SHLLF,2024-11-13,2024-09-30,,USD
SHLLF,SHLLF,2025-06-12,2025-03-31,,USD
SHLRF,SHLRF,2024-07-19,2024-06-30,,USD
SHLRF,SHLRF,2025-03-19,2024-12-31,,USD
SHLS,Shoals Technologies Group Inc - Class A,2024-07-30,2024-06-30,0.08,USD
SHLS,Shoals Technologies Group Inc - Class A,2024-11-05,2024-09-30,,USD
SHLS,Shoals Technologies Group Inc - Class A,2025-02-26,2024-12-31,,USD
SHLS,Shoals Technologies Group Inc - Class A,2025-05-02,2025-03-31,,USD
SHLT,SHL Telemedicine Ltd ADR,2024-09-19,2024-06-30,,USD
SHLT,SHL Telemedicine Ltd ADR,2025-02-07,2024-12-31,,USD
SHLT,SHL Telemedicine Ltd ADR,2025-04-15,2025-03-31,,USD
SHMAY,SHMAY,2024-07-26,2024-06-30,,CNY
SHMAY,SHMAY,2025-03-26,2024-12-31,,CNY
SHMCF,SHMCF,2024-11-12,2024-09-30,,EUR
SHMDF,SHMDF,2024-07-23,2024-06-30,,JPY
SHMDF,SHMDF,2024-10-22,2024-09-30,,JPY
SHMDF,SHMDF,2025-02-11,2024-12-31,,JPY
SHMDF,SHMDF,2025-04-21,2025-03-31,,JPY
SHMP,SHMP,2024-06-25,2024-03-31,,USD
SHMP,SHMP,2024-08-15,2024-06-30,,USD
SHMP,SHMP,2024-11-18,2024-09-30,,USD
SHMP,SHMP,2025-02-12,2024-12-31,,USD
SHMUF,SHMUF,2024-07-26,2024-06-30,,USD
SHMUF,SHMUF,2024-11-04,2024-09-30,,USD
SHMUF,SHMUF,2025-02-05,2024-12-31,,USD
SHMUY,SHMUY,2024-07-26,2024-06-30,,USD
SHMUY,SHMUY,2024-11-04,2024-09-30,,USD
SHMUY,SHMUY,2025-02-05,2024-12-31,,USD
SHNWF,SHNWF,2024-08-01,2024-06-30,,USD
SHNWF,SHNWF,2024-10-17,2024-09-30,,USD
SHNWF,SHNWF,2025-02-26,2024-12-31,,USD
SHO,Sunstone Hotel Investors Inc,2024-08-02,2024-06-30,0.1,USD
SHO,Sunstone Hotel Investors Inc,2024-11-05,2024-09-30,,USD
SHO,Sunstone Hotel Investors Inc,2025-02-21,2024-12-31,,USD
SHO,Sunstone Hotel Investors Inc,2025-05-05,2025-03-31,,USD
SHO-PH,SHO-PH,2024-08-02,2024-06-30,,USD
SHO-PH,SHO-PH,2024-11-05,2024-09-30,,USD
SHO-PH,SHO-PH,2025-02-21,2024-12-31,,USD
SHO-PH,SHO-PH,2025-05-05,2025-03-31,,USD
SHO-PI,SHO-PI,2024-08-02,2024-06-30,,USD
SHO-PI,SHO-PI,2024-11-05,2024-09-30,,USD
SHO-PI,SHO-PI,2025-02-21,2024-12-31,,USD
SHO-PI,SHO-PI,2025-05-05,2025-03-31,,USD
SHOO,Steven Madden Ltd,2024-07-31,2024-06-30,0.53,USD
SHOO,Steven Madden Ltd,2024-11-06,2024-09-30,,USD
SHOO,Steven Madden Ltd,2025-02-26,2024-12-31,,USD
SHOO,Steven Madden Ltd,2025-04-29,2025-03-31,,USD
SHOP,Shopify Inc - Class A,2024-07-31,2024-06-30,0.2,USD
SHOP,Shopify Inc - Class A,2024-10-31,2024-09-30,,USD
SHOP,Shopify Inc - Class A,2025-02-11,2024-12-31,,USD
SHOP,Shopify Inc - Class A,2025-05-06,2025-03-31,,USD
SHPHF,SHPHF,2024-08-27,2024-06-30,,CNY
SHPHF,SHPHF,2025-03-26,2024-12-31,,CNY
SHPMF,SHPMF,2024-06-28,2024-03-31,,USD
SHPMF,SHPMF,2024-08-27,2024-06-30,,USD
SHPMF,SHPMF,2024-10-25,2024-09-30,,USD
SHPMF,SHPMF,2025-04-24,2025-03-31,,USD
SHPMY,SHPMY,2024-06-28,2024-03-31,,USD
SHPMY,SHPMY,2024-08-27,2024-06-30,,USD
SHPMY,SHPMY,2024-10-25,2024-09-30,,USD
SHPMY,SHPMY,2025-04-24,2025-03-31,,USD
SHPND,SHPND,2024-06-25,2024-04-30,,USD
SHPND,SHPND,2024-09-24,2024-07-31,,USD
SHPND,SHPND,2024-12-16,2024-10-31,,USD
SHPNF,SHPNF,2024-06-25,2024-04-30,,CAD
SHPNF,SHPNF,2024-09-24,2024-07-31,,CAD
SHPNF,SHPNF,2024-12-16,2024-10-31,,CAD
SHPPF,SHPPF,2024-07-30,2024-06-30,,USD
SHPPF,SHPPF,2024-11-05,2024-09-30,,USD
SHPPF,SHPPF,2025-04-17,2025-03-31,,USD
SHRG,SHRG,2024-06-23,2024-04-30,,USD
SHRG,SHRG,2024-08-11,2024-07-31,,USD
SHRG,SHRG,2024-11-14,2024-10-31,,USD
SHRG,SHRG,2025-02-12,2025-01-31,,USD
SHTDF,SHTDF,2024-08-06,2024-06-30,,CNY
SHTDF,SHTDF,2024-10-25,2024-09-30,,CNY
SHTDF,SHTDF,2025-03-20,2024-12-31,,CNY
SHTDF,SHTDF,2025-04-24,2025-03-31,,CNY
SHTDY,SHTDY,2024-08-06,2024-06-30,,CNY
SHTDY,SHTDY,2024-10-25,2024-09-30,,CNY
SHTDY,SHTDY,2025-03-20,2024-12-31,,CNY
SHTDY,SHTDY,2025-04-24,2025-03-31,,CNY
SHTGF,SHTGF,2024-08-28,2024-06-30,,HKD
SHTGF,SHTGF,2025-03-24,2024-12-31,,HKD
SHTLF,SHTLF,2024-08-29,2024-06-30,,USD
SHTLF,SHTLF,2024-10-24,2024-09-30,,USD
SHTLF,SHTLF,2025-02-13,2024-12-31,,USD
SHUFF,SHUFF,2024-08-20,2024-06-30,,ILS
SHUFF,SHUFF,2024-11-25,2024-09-30,,ILS
SHUFF,SHUFF,2025-03-25,2024-12-31,,ILS
SHVLF,SHVLF,2024-10-11,2024-07-31,,USD
SHVLF,SHVLF,2024-12-13,2024-10-31,,USD
SHVLF,SHVLF,2025-03-17,2025-01-31,,USD
SHVTF,SHVTF,2024-11-22,2024-09-30,,USD
SHVTF,SHVTF,2025-02-27,2024-12-31,,USD
SHW,Sherwin-Williams Company,2024-09-27,2024-06-30,3.5,USD
SHW,Sherwin-Williams Company,2025-01-23,2024-12-31,,USD
SHW,Sherwin-Williams Company,2025-04-21,2025-03-31,,USD
SHWDF,SHWDF,2024-08-08,2024-06-30,,USD
SHWDF,SHWDF,2024-11-04,2024-09-30,,USD
SHWDF,SHWDF,2025-02-12,2024-12-31,,USD
SHWDF,SHWDF,2025-05-12,2025-03-31,,USD
SHWDY,SHWDY,2024-08-08,2024-06-30,,USD
SHWDY,SHWDY,2024-11-04,2024-09-30,,USD
SHWDY,SHWDY,2025-02-12,2024-12-31,,USD
SHWDY,SHWDY,2025-05-12,2025-03-31,,USD
SHWGF,SHWGF,2024-08-27,2024-06-30,,CNY
SHWGF,SHWGF,2025-03-24,2024-12-31,,CNY
SHWGF,SHWGF,2025-05-27,2025-03-31,,CNY
SHWGY,SHWGY,2024-08-27,2024-06-30,,CNY
SHWGY,SHWGY,2025-03-24,2024-12-31,,CNY
SHWGY,SHWGY,2025-05-27,2025-03-31,,CNY
SHWZ,SHWZ,2024-08-07,2024-06-30,-0.26,USD
SHWZ,SHWZ,2024-11-12,2024-09-30,,USD
SHWZ,SHWZ,2025-03-25,2024-12-31,,USD
SHWZ,SHWZ,2025-05-13,2025-03-31,-0.22,USD
SHXWF,SHXWF,2024-08-27,2024-06-30,,CNY
SHXWF,SHXWF,2025-05-20,2025-03-31,,CNY
SHYF,Shyft Group Inc (The),2024-07-25,2024-06-30,0.09,USD
SHYF,Shyft Group Inc (The),2024-10-24,2024-09-30,,USD
SHYF,Shyft Group Inc (The),2025-02-20,2024-12-31,,USD
SHYF,Shyft Group Inc (The),2025-04-23,2025-03-31,,USD
SHZHY,SHZHY,2024-08-28,2024-06-30,,CNY
SHZHY,SHZHY,2025-03-24,2024-12-31,,CNY
SHZNF,SHZNF,2024-08-23,2024-06-30,,USD
SHZNF,SHZNF,2024-10-25,2024-09-30,,USD
SHZNF,SHZNF,2025-04-24,2025-03-31,,USD
SHZNY,SHZNY,2024-08-23,2024-06-30,,USD
SHZNY,SHZNY,2024-10-25,2024-09-30,,USD
SHZNY,SHZNY,2025-03-20,2024-12-31,,USD
SHZNY,SHZNY,2025-04-24,2025-03-31,,USD
SIBN,SI-BONE Inc,2024-06-25,2024-03-31,-0.31,USD
SIBN,SI-BONE Inc,2024-08-05,2024-06-30,,USD
SIBN,SI-BONE Inc,2024-11-04,2024-09-30,,USD
SIBN,SI-BONE Inc,2025-02-24,2024-12-31,,USD
SIBN,SI-BONE Inc,2025-05-05,2025-03-31,,USD
SICP,SICP,2024-08-26,2024-06-30,,USD
SICUF,SICUF,2024-08-06,2024-06-30,,USD
SICUF,SICUF,2024-11-01,2024-09-30,,USD
SICUF,SICUF,2025-02-07,2024-12-31,,USD
SICUF,SICUF,2025-04-28,2025-03-31,,USD
SID,Companhia Siderurgica Nacional,2024-08-07,2024-06-30,0.06,BRL
SID,Companhia Siderurgica Nacional,2024-11-06,2024-09-30,,BRL
SID,Companhia Siderurgica Nacional,2025-03-04,2024-12-31,,BRL
SID,Companhia Siderurgica Nacional,2025-05-07,2025-03-31,,BRL
SIEB,Siebert Financial Corp,2024-08-05,2024-06-30,,USD
SIEB,Siebert Financial Corp,2024-11-11,2024-09-30,,USD
SIEB,Siebert Financial Corp,2025-04-04,2025-03-31,,USD
SIEGY,SIEGY,2024-08-08,2024-06-30,1.08,EUR
SIEGY,SIEGY,2024-11-14,2024-09-30,,EUR
SIEGY,SIEGY,2025-02-06,2024-12-31,,EUR
SIELF,SIELF,2024-06-28,2024-03-31,,USD
SIELF,SIELF,2024-08-28,2024-06-30,,USD
SIELF,SIELF,2024-10-28,2024-09-30,,USD
SIELF,SIELF,2025-03-26,2024-12-31,,USD
SIELF,SIELF,2025-04-28,2025-03-31,,USD
SIELY,SIELY,2024-06-28,2024-03-31,,USD
SIELY,SIELY,2024-08-28,2024-06-30,,USD
SIELY,SIELY,2024-10-28,2024-09-30,,USD
SIELY,SIELY,2025-03-26,2024-12-31,,USD
SIELY,SIELY,2025-04-28,2025-03-31,,USD
SIENQ,Sientra Inc,2024-08-08,2024-06-30,,USD
SIENQ,Sientra Inc,2024-11-07,2024-09-30,,USD
SIETY,SIETY,2024-09-10,2024-06-30,,EUR
SIETY,SIETY,2025-02-26,2024-12-31,,EUR
SIEVF,SIEVF,2024-09-10,2024-06-30,,EUR
SIEVF,SIEVF,2025-02-26,2024-12-31,,EUR
SIF,SIFCO Industries Inc,2024-09-26,2024-06-30,,USD
SIF,SIFCO Industries Inc,2024-12-27,2024-09-30,,USD
SIF,SIFCO Industries Inc,2025-02-12,2024-12-31,,USD
SIFY,Sify Technologies Ltd,2024-07-18,2024-06-30,,INR
SIFY,Sify Technologies Ltd,2024-10-18,2024-09-30,,INR
SIFY,Sify Technologies Ltd,2025-01-16,2024-12-31,,INR
SIFY,Sify Technologies Ltd,2025-04-21,2025-03-31,,INR
SIG,Signet Jewelers Ltd,2024-08-29,2024-07-31,1.26,USD
SIGA,SIGA Technologies Inc,2024-08-06,2024-06-30,,USD
SIGA,SIGA Technologies Inc,2024-11-05,2024-09-30,,USD
SIGA,SIGA Technologies Inc,2025-03-10,2024-12-31,,USD
SIGCY,SIGCY,2024-07-25,2024-06-30,,USD
SIGCY,SIGCY,2025-02-25,2024-12-31,,USD
SIGCY,SIGCY,2025-04-23,2025-03-31,,USD
SIGGF,SIGGF,2024-09-20,2024-07-31,,USD
SIGGF,SIGGF,2025-03-19,2025-01-31,,USD
SIGGF,SIGGF,2025-05-30,2025-04-30,,USD
SIGI,Selective Insurance Group Inc,2024-07-31,2024-06-30,1.61,USD
SIGI,Selective Insurance Group Inc,2024-10-30,2024-09-30,,USD
SIGI,Selective Insurance Group Inc,2025-01-29,2024-12-31,,USD
SIGI,Selective Insurance Group Inc,2025-04-29,2025-03-31,,USD
SIGIP,Selective Insurance Group Inc Depositary Shares each representing a 11000th interest in a share of 4.60 NonCumulative Preferred Stock Series B,2024-07-31,2024-06-30,,USD
SIGIP,Selective Insurance Group Inc Depositary Shares each representing a 11000th interest in a share of 4.60 NonCumulative Preferred Stock Series B,2024-10-30,2024-09-30,,USD
SIGIP,Selective Insurance Group Inc Depositary Shares each representing a 11000th interest in a share of 4.60 NonCumulative Preferred Stock Series B,2025-01-29,2024-12-31,,USD
SIGIP,Selective Insurance Group Inc Depositary Shares each representing a 11000th interest in a share of 4.60 NonCumulative Preferred Stock Series B,2025-04-29,2025-03-31,,USD
SIGL,SIGL,2024-08-02,2024-06-30,,USD
SIGRF,SIGRF,2024-07-18,2024-06-30,,USD
SIGRF,SIGRF,2025-03-27,2024-12-31,,USD
SIGRF,SIGRF,2025-05-14,2025-03-31,,USD
SIHBY,SIHBY,2024-08-21,2024-06-30,,CNY
SIHBY,SIHBY,2024-10-22,2024-09-30,,CNY
SIHBY,SIHBY,2025-03-17,2024-12-31,,CNY
SIHBY,SIHBY,2025-04-23,2025-03-31,,CNY
SII,Sprott Inc,2024-08-07,2024-06-30,,USD
SII,Sprott Inc,2024-10-30,2024-09-30,,USD
SII,Sprott Inc,2025-02-19,2024-12-31,,USD
SILC,Silicom Ltd,2024-07-29,2024-06-30,-0.35,USD
SILC,Silicom Ltd,2024-10-24,2024-09-30,,USD
SILC,Silicom Ltd,2025-01-30,2024-12-31,,USD
SILEF,SILEF,2024-08-03,2024-06-30,,USD
SILEF,SILEF,2025-05-01,2025-03-31,,USD
SILK,Silk Road Medical Inc,2024-07-30,2024-06-30,-0.37,USD
SILK,Silk Road Medical Inc,2024-11-06,2024-09-30,,USD
SILK,Silk Road Medical Inc,2025-02-26,2024-12-31,,USD
SILK,Silk Road Medical Inc,2025-04-28,2025-03-31,-0.4,USD
SILLF,SILLF,2024-08-12,2024-06-30,,USD
SILLF,SILLF,2025-02-23,2024-12-31,,USD
SILLF,SILLF,2025-04-24,2025-03-31,,USD
SILO,SILO,2024-12-03,2024-09-30,,USD
SILV,SilverCrest Metals Inc,2024-08-07,2024-06-30,0.11,USD
SILV,SilverCrest Metals Inc,2024-11-06,2024-09-30,,USD
SILV,SilverCrest Metals Inc,2025-03-04,2024-12-31,,USD
SILXF,SILXF,2024-08-21,2024-06-30,,USD
SILXF,SILXF,2024-10-10,2024-09-30,,USD
SILXF,SILXF,2025-02-20,2024-12-31,,USD
SILXY,SILXY,2024-08-21,2024-06-30,,USD
SILXY,SILXY,2024-10-10,2024-09-30,,USD
SILXY,SILXY,2025-02-20,2024-12-31,,USD
SIM,Grupo Simec S.A.B. de C.V.,2024-07-18,2024-06-30,,MXN
SIM,Grupo Simec S.A.B. de C.V.,2024-10-23,2024-09-30,,MXN
SIM,Grupo Simec S.A.B. de C.V.,2025-02-25,2024-12-31,,MXN
SIM,Grupo Simec S.A.B. de C.V.,2025-04-23,2025-03-31,,MXN
SIMEF,SIMEF,2024-08-26,2024-06-30,,MYR
SIMEF,SIMEF,2024-11-22,2024-09-30,,MYR
SIMEF,SIMEF,2025-02-21,2024-12-31,,MYR
SIMEF,SIMEF,2025-05-19,2025-03-31,,MYR
SIMO,Silicon Motion Technology Corp,2024-07-25,2024-06-30,0.91,USD
SIMO,Silicon Motion Technology Corp,2024-12-12,2024-09-30,,USD
SIMPQ,SIMPQ,2024-08-12,2024-07-31,,USD
SINC,SINC,2024-08-17,2024-06-30,,USD
SINC,SINC,2024-11-14,2024-09-30,,USD
SING,SING,2024-08-12,2024-06-30,,USD
SING,SING,2024-11-12,2024-09-30,,USD
SINGF,SINGF,2024-07-26,2024-06-30,,SGD
SINGF,SINGF,2024-11-05,2024-09-30,,SGD
SINGY,SINGY,2024-07-26,2024-06-30,,SGD
SINGY,SINGY,2024-11-05,2024-09-30,,SGD
SINT,SINTX Technologies Inc,2024-08-06,2024-06-30,-5.65,USD
SINT,SINTX Technologies Inc,2024-11-11,2024-09-30,,USD
SINT,SINTX Technologies Inc,2025-01-21,2024-12-31,,USD
SINT,SINTX Technologies Inc,2025-05-12,2025-03-31,,USD
SIOLF,SIOLF,2024-08-28,2024-06-30,,CNY
SIOLF,SIOLF,2025-03-26,2024-12-31,,CNY
SIOLY,SIOLY,2024-08-28,2024-06-30,,CNY
SIOLY,SIOLY,2025-03-26,2024-12-31,,CNY
SIOLY,SIOLY,2025-05-22,2025-03-31,,CNY
SIOPF,SIOPF,2024-07-26,2024-06-30,,CNY
SIOPF,SIOPF,2025-03-26,2024-12-31,,CNY
SIREF,SIREF,2024-12-17,2024-09-30,,CAD
SIRI,Sirius XM Holdings Inc,2024-07-30,2024-06-30,0.08,USD
SIRI,Sirius XM Holdings Inc,2024-10-29,2024-09-30,,USD
SIRI,Sirius XM Holdings Inc,2025-01-30,2024-12-31,,USD
SIRI,Sirius XM Holdings Inc,2025-05-22,2025-03-31,,USD
SISAF,SISAF,2024-08-14,2024-06-30,,USD
SISAF,SISAF,2024-10-17,2024-09-30,,USD
SISAF,SISAF,2025-02-13,2024-12-31,,USD
SISAF,SISAF,2025-04-16,2025-03-31,,USD
SISI,Shineco Inc,2024-09-26,2024-06-30,,USD
SISI,Shineco Inc,2025-01-31,2024-12-31,,USD
SISXF,SISXF,2024-08-07,2024-06-30,,CAD
SISXF,SISXF,2024-10-30,2024-09-30,,CAD
SISXF,SISXF,2025-03-04,2024-12-31,,CAD
SISXF,SISXF,2025-05-06,2025-03-31,,CAD
SITC,SITE Centers Corp,2024-07-23,2024-06-30,0.04,USD
SITC,SITE Centers Corp,2024-10-28,2024-09-30,,USD
SITC,SITE Centers Corp,2025-02-11,2024-12-31,,USD
SITC,SITE Centers Corp,2025-04-28,2025-03-31,,USD
SITC-PA,SITC-PA,2024-07-23,2024-06-30,,USD
SITC-PA,SITC-PA,2024-10-28,2024-09-30,,USD
SITC-PA,SITC-PA,2025-02-11,2024-12-31,,USD
SITC-PA,SITC-PA,2025-04-28,2025-03-31,,USD
SITE,SiteOne Landscape Supply Inc,2024-07-31,2024-06-30,2.62,USD
SITE,SiteOne Landscape Supply Inc,2024-10-30,2024-09-30,,USD
SITE,SiteOne Landscape Supply Inc,2025-02-12,2024-12-31,,USD
SITE,SiteOne Landscape Supply Inc,2025-04-29,2025-03-31,,USD
SITIF,SITIF,2024-08-14,2024-06-30,,USD
SITIF,SITIF,2025-03-05,2024-12-31,,USD
SITIF,SITIF,2025-04-24,2025-03-31,,USD
SITIY,SITIY,2024-08-14,2024-06-30,,USD
SITIY,SITIY,2025-03-05,2024-12-31,,USD
SITIY,SITIY,2025-04-24,2025-03-31,,USD
SITKF,SITKF,2024-08-23,2024-06-30,,CAD
SITKF,SITKF,2024-11-22,2024-09-30,,CAD
SITKF,SITKF,2025-04-28,2025-03-31,,CAD
SITM,SiTime Corp,2024-07-31,2024-06-30,0.04,USD
SITM,SiTime Corp,2024-10-30,2024-09-30,,USD
SITM,SiTime Corp,2025-02-11,2024-12-31,,USD
SITM,SiTime Corp,2025-05-30,2025-03-31,,USD
SIUDF,SIUDF,2025-05-19,2025-03-31,,HKD
SIVBQ,SIVBQ,2024-07-18,2024-06-30,,USD
SIVBQ,SIVBQ,2024-10-17,2024-09-30,,USD
SIVBQ,SIVBQ,2025-01-16,2024-12-31,,USD
SIVPQ,SIVPQ,2024-07-18,2024-06-30,,USD
SIVPQ,SIVPQ,2024-10-17,2024-09-30,,USD
SIVPQ,SIVPQ,2025-01-16,2024-12-31,,USD
SIX,Six Flags Entertainment Corp,2024-08-08,2024-06-30,0.64,USD
SIX,Six Flags Entertainment Corp,2024-10-31,2024-09-30,,USD
SIX,Six Flags Entertainment Corp,2025-02-26,2024-12-31,,USD
SIXGF,SIXGF,2024-08-07,2024-06-30,,EUR
SIXGF,SIXGF,2024-11-12,2024-09-30,,EUR
SIXGF,SIXGF,2025-03-25,2024-12-31,,EUR
SIXGF,SIXGF,2025-05-05,2025-03-31,,EUR
SJ,Scienjoy Holding Corporation - Class A,2024-09-04,2024-06-30,,CNY
SJM,J.M. Smucker Company,2024-08-27,2024-07-31,2.17,USD
SJM,J.M. Smucker Company,2024-12-03,2024-10-31,,USD
SJM,J.M. Smucker Company,2025-02-25,2025-01-31,,USD
SJM,J.M. Smucker Company,2025-06-04,2025-04-30,,USD
SJMHF,SJMHF,2024-06-26,2024-03-31,,HKD
SJMHF,SJMHF,2024-08-19,2024-06-30,,HKD
SJMHF,SJMHF,2025-03-04,2024-12-31,,HKD
SJMHY,SJMHY,2024-06-26,2024-03-31,,HKD
SJMHY,SJMHY,2024-08-19,2024-06-30,,HKD
SJMHY,SJMHY,2025-03-04,2024-12-31,,HKD
SJRNF,SJRNF,2024-07-05,2024-06-30,,CAD
SJT,San Juan Basin Royalty Trust,2024-08-12,2024-06-30,,USD
SJT,San Juan Basin Royalty Trust,2024-11-12,2024-09-30,,USD
SJT,San Juan Basin Royalty Trust,2025-03-31,2024-12-31,,USD
SJT,San Juan Basin Royalty Trust,2025-05-12,2025-03-31,,USD
SJW,SJW Group,2024-07-29,2024-06-30,0.57,USD
SJW,SJW Group,2024-10-28,2024-09-30,,USD
SJW,SJW Group,2025-02-19,2024-12-31,,USD
SJW,SJW Group,2025-04-23,2025-03-31,,USD
SKBNF,SKBNF,2024-08-27,2024-06-30,,ILS
SKBNF,SKBNF,2024-11-28,2024-09-30,,ILS
SKBNF,SKBNF,2025-03-25,2024-12-31,,ILS
SKBSY,SKBSY,2024-07-19,2024-06-30,,USD
SKBSY,SKBSY,2024-11-06,2024-09-30,,USD
SKBSY,SKBSY,2025-03-27,2024-12-31,,USD
SKCBY,SKCBY,2024-07-26,2024-06-30,,USD
SKCBY,SKCBY,2024-10-25,2024-09-30,,USD
SKCBY,SKCBY,2025-01-28,2024-12-31,,USD
SKE,Skeena Resources Ltd,2024-08-08,2024-06-30,,USD
SKE,Skeena Resources Ltd,2024-11-11,2024-09-30,,USD
SKE,Skeena Resources Ltd,2025-03-31,2024-12-31,,USD
SKE,Skeena Resources Ltd,2025-05-08,2025-03-31,,USD
SKFOF,SKFOF,2024-07-30,2024-06-30,,USD
SKFOF,SKFOF,2024-10-25,2024-09-30,,USD
SKFOF,SKFOF,2025-02-21,2024-12-31,,USD
SKFOF,SKFOF,2025-04-16,2025-03-31,,USD
SKFRY,SKFRY,2024-07-18,2024-06-30,0.4,SEK
SKFRY,SKFRY,2024-10-30,2024-09-30,,SEK
SKFRY,SKFRY,2025-01-31,2024-12-31,,SEK
SKFRY,SKFRY,2025-04-24,2025-03-31,,SEK
SKHCF,SKHCF,2024-08-22,2024-06-30,,USD
SKHCF,SKHCF,2024-11-18,2024-09-30,,USD
SKHCF,SKHCF,2025-02-18,2024-12-31,,USD
SKHHY,SKHHY,2024-08-22,2024-06-30,,AUD
SKHHY,SKHHY,2024-11-18,2024-09-30,,AUD
SKHHY,SKHHY,2025-02-18,2024-12-31,,AUD
SKHSF,SKHSF,2024-09-04,2024-07-31,,USD
SKHSF,SKHSF,2024-12-04,2024-10-31,,USD
SKHSF,SKHSF,2025-03-04,2025-01-31,,USD
SKHSF,SKHSF,2025-06-03,2025-04-30,,USD
SKHSY,SKHSY,2024-09-04,2024-07-31,,JPY
SKHSY,SKHSY,2024-12-04,2024-10-31,,JPY
SKHSY,SKHSY,2025-03-04,2025-01-31,,JPY
SKHSY,SKHSY,2025-06-03,2025-04-30,,JPY
SKIL,Skillsoft Corp - Class A,2024-09-09,2024-06-30,-3.23,USD
SKIL,Skillsoft Corp - Class A,2024-12-03,2024-09-30,,USD
SKIL,Skillsoft Corp - Class A,2025-04-14,2025-03-31,,USD
SKIN,Beauty Health Company (The) - Class A,2024-08-07,2024-06-30,-0.05,USD
SKIN,Beauty Health Company (The) - Class A,2024-11-11,2024-09-30,,USD
SKIN,Beauty Health Company (The) - Class A,2025-03-10,2024-12-31,,USD
SKKRF,SKKRF,2024-12-13,2024-10-31,,USD
SKKY,SKKY,2024-09-12,2024-07-31,,USD
SKKY,SKKY,2025-01-23,2024-10-31,,USD
SKKY,SKKY,2025-03-11,2025-01-31,,USD
SKLTF,SKLTF,2024-08-12,2024-06-30,,AUD
SKLTF,SKLTF,2024-11-13,2024-09-30,,AUD
SKLTF,SKLTF,2025-02-11,2024-12-31,,AUD
SKLTY,SKLTY,2024-08-12,2024-06-30,,AUD
SKLTY,SKLTY,2024-11-13,2024-09-30,,AUD
